canonical_key,name,repo_full_name,repo_url,path,description,license,stars,forks,pushed_at,archived,discovery_source,overall_score,quality_score,security_score,maintenance_score,adoption_score,spec_valid
agents365-ai/365-skills:plugins/journal-if/skills/journal-if,journal-if,Agents365-ai/365-skills,https://github.com/Agents365-ai/365-skills,plugins/journal-if/skills/journal-if,"Use when looking up journal impact factors (JCR IF), checking a journal's impact factor by name, comparing IF across journals, or answering questions about ""影响因子"" / ""impact factor"" / ""IF"". Triggers on ""impact factor"", ""journal IF"", ""影响因子"", ""JCR"", ""IF score"", ""journal rank"", ""which journal has higher IF"", ""what is the IF of"". PROACTIVELY USE when user mentions journal prestige, publication venue quality, or manuscript submission target evaluation.",,44,11,2026-09-10T05:52:54+00:00,False,repo-search:topic:agent-skills,93,100,100,100,55,True
agents365-ai/365-skills:plugins/journal-meta/skills/journal-meta,journal-meta,Agents365-ai/365-skills,https://github.com/Agents365-ai/365-skills,plugins/journal-meta/skills/journal-meta,"Use when the user wants full metadata for a paper — from a DOI, PMID, arXiv id, OpenAlex id, or title. Returns title, author list, first author, corresponding author(s), publication date, journal name + ISO-4 abbreviation, impact factor, volume/issue/pages, DOI/PMID, citation count, and abstract in one record. Triggers on ""paper metadata"", ""who is the corresponding author"", ""first author of"", ""what journal / impact factor for this DOI/PMID"", ""cite this paper"", ""文献元数据"", ""通讯作者"", ""第一作者"", ""影响因子"". PROACTIVELY USE when the user pastes a DOI/PMID/arXiv id or paper title and asks about its authors, venue, or impact.",,44,11,2026-09-10T05:52:54+00:00,False,repo-search:topic:agent-skills,93,100,100,100,55,True
agents365-ai/365-skills:plugins/mermaid/skills/mermaid-skill,mermaid-skill,Agents365-ai/365-skills,https://github.com/Agents365-ai/365-skills,plugins/mermaid/skills/mermaid-skill,"Generate Mermaid diagrams (.mmd) and export to PNG/SVG/PDF using mmdc CLI or Kroki API. USE THIS SKILL when user mentions diagram, flowchart, sequence diagram, class diagram, ER diagram, state machine, architecture, visualize, git graph, 画图, 架构图, 流程图, 时序图, 类图, ER图, 甘特图, 状态机. PROACTIVELY USE when explaining ANY system with 3+ components, API flows, authentication sequences, class hierarchies, database schemas, or state machines. Supports 17+ diagram types with fully automatic layout.",,44,11,2026-09-10T05:52:54+00:00,False,repo-search:topic:agent-skills,93,100,100,100,55,True
agents365-ai/365-skills:plugins/obsidian-organizer/skills/obsidian-organizer,obsidian-organizer,Agents365-ai/365-skills,https://github.com/Agents365-ai/365-skills,plugins/obsidian-organizer/skills/obsidian-organizer,"File new notes into the right folder and audit/reorganize folder structure in the user's Obsidian vault, using the `obsidian` CLI and a single source-of-truth map note (`00_Index/Folder_Map.md`) that lives inside the vault. Use this whenever a note needs to be placed, filed, sorted, or moved into the vault; whenever the user asks where a note ""belongs"" or ""should go""; and whenever they want to clean up, reorganize, deduplicate, audit, or restructure vault folders (e.g. orphaned notes, dead-end notes, near-duplicate titles, overlapping folders). Trigger even when the user just says ""add this to my vault"", ""put this somewhere sensible"", or ""tidy up the cellchat notes"" without naming a folder. Requires the Obsidian desktop app to be running.",,44,11,2026-09-10T05:52:54+00:00,False,repo-search:topic:agent-skills,91,93,100,100,55,True
agents365-ai/365-skills:plugins/paper-fetch/skills/paper-fetch,paper-fetch,Agents365-ai/365-skills,https://github.com/Agents365-ai/365-skills,plugins/paper-fetch/skills/paper-fetch,"Use whenever the user wants to obtain, download, or fetch a paper's PDF — given a DOI, an arXiv id, a paper title, a citation, or a list of DOIs. Trigger on phrases like ""download this paper"", ""find the PDF for [DOI]"", ""grab me the [Nature/bioRxiv/arXiv] paper on X"", ""get the open-access version"", ""I need this article"", or any bulk/batch paper download request, even when the user doesn't explicitly say ""PDF"" or ""DOI"". Resolves via Unpaywall → Semantic Scholar → arXiv → PubMed Central → bioRxiv/medRxiv → publisher direct (institutional opt-in) → Sci-Hub mirrors as last-resort fallback.",,44,11,2026-09-10T05:52:54+00:00,False,repo-search:topic:agent-skills,93,100,100,100,55,True
agents365-ai/365-skills:plugins/pi-plugin-cc/skills/pi-cli-runtime,pi-cli-runtime,Agents365-ai/365-skills,https://github.com/Agents365-ai/365-skills,plugins/pi-plugin-cc/skills/pi-cli-runtime,Internal helper contract for calling the pi-companion runtime from Claude Code,,44,11,2026-09-10T05:52:54+00:00,False,repo-search:topic:agent-skills,91,93,100,100,55,True
agents365-ai/365-skills:plugins/pi-plugin-cc/skills/pi-prompting,pi-prompting,Agents365-ai/365-skills,https://github.com/Agents365-ai/365-skills,plugins/pi-plugin-cc/skills/pi-prompting,"Internal guidance for composing prompts that Pi runs (DeepSeek by default) handle reliably for coding, review, diagnosis, and research tasks",,44,11,2026-09-10T05:52:54+00:00,False,repo-search:topic:agent-skills,93,100,100,100,55,True
agents365-ai/365-skills:plugins/pi-plugin-cc/skills/pi-result-handling,pi-result-handling,Agents365-ai/365-skills,https://github.com/Agents365-ai/365-skills,plugins/pi-plugin-cc/skills/pi-result-handling,Internal guidance for presenting Pi helper output back to the user,,44,11,2026-09-10T05:52:54+00:00,False,repo-search:topic:agent-skills,91,93,100,100,55,True
agents365-ai/365-skills:plugins/plantuml/skills/plantuml-skill,plantuml-skill,Agents365-ai/365-skills,https://github.com/Agents365-ai/365-skills,plugins/plantuml/skills/plantuml-skill,"Use when user requests diagrams, flowcharts, sequence diagrams, class diagrams, component diagrams, ER diagrams, architecture charts, or visualizations — including generating a diagram from existing source code, or rendering/extracting PlantUML embedded in a Markdown file to images (e.g. preparing docs for Confluence/Notion). Also use proactively when explaining systems with 3+ components, APIs, data flows, or class hierarchies. Generates .puml files and exports to PNG/SVG via Kroki API (no local install required).",MIT,44,11,2026-09-10T05:52:54+00:00,False,repo-search:topic:agent-skills,90,100,90,100,55,True
agents365-ai/365-skills:plugins/semanticscholar/skills/semanticscholar-skill,semanticscholar-skill,Agents365-ai/365-skills,https://github.com/Agents365-ai/365-skills,plugins/semanticscholar/skills/semanticscholar-skill,"Use when searching academic papers, looking up citations, finding authors, or getting paper recommendations using the Semantic Scholar API. Triggers on queries about research papers, academic search, citation analysis, or literature discovery.",MIT,44,11,2026-09-10T05:52:54+00:00,False,repo-search:topic:agent-skills,93,100,100,100,55,True
agents365-ai/365-skills:plugins/target-prioritization/skills/target-prioritization,target-prioritization,Agents365-ai/365-skills,https://github.com/Agents365-ai/365-skills,plugins/target-prioritization/skills/target-prioritization,"Prioritize drug targets from a ranked gene list (e.g., scRNA-seq DE output) by orchestrating parallel API queries against UniProt, OpenTargets (with integrated DepMap CRISPR essentiality + gnomAD constraint), PubMed, the Human Protein Atlas (HPA), and ChEMBL tool compounds, then re-ranking by a composite score combining protein localization, druggability, disease genetics, tissue specificity (safety), focus-cell-type expression, CRISPR essentiality, LoF safety constraint, and research maturity. Use whenever the user wants to filter, triage, prioritize, or ""do due diligence"" on a list of candidate genes for drug discovery, especially after a DE / DEG analysis when they say things like ""which of these should I follow up on"", ""filter for druggable targets"", ""make a target dossier"", ""rank these for tractability"", ""annotate these genes for druggability"", or ""build a target report"". Trigger even when the user says just ""filter these candidate genes"" or hands over a CSV from a DE pipeline.",,44,11,2026-09-10T05:52:54+00:00,False,repo-search:topic:agent-skills,91,93,100,100,55,True
agents365-ai/365-skills:plugins/tldraw/skills/tldraw-skill,tldraw-skill,Agents365-ai/365-skills,https://github.com/Agents365-ai/365-skills,plugins/tldraw/skills/tldraw-skill,"Use when user requests diagrams, flowcharts, architecture charts, or visualizations. Also use proactively when explaining systems with 3+ components, complex data flows, or relationships that benefit from visual representation. Generates .tldr JSON files and exports to PNG/SVG locally using @kitschpatrol/tldraw-cli.",MIT,44,11,2026-09-10T05:52:54+00:00,False,repo-search:topic:agent-skills,93,100,100,100,55,True
agents365-ai/365-skills:plugins/ttscn/skills/ttscn,ttscn,Agents365-ai/365-skills,https://github.com/Agents365-ai/365-skills,plugins/ttscn/skills/ttscn,"Multi-platform Chinese & multilingual TTS text-to-speech via Edge/Doubao/CosyVoice/Qwen3/StepFun/GLM-TTS/Azure/Tencent/Baidu/MiniMax/Xunfei plus ElevenLabs/OpenAI/Google/Atlas Cloud — 15 backends, word-level timestamps, [PAUSE:x] pause markers, pinyin pronunciation overrides",,44,11,2026-09-10T05:52:54+00:00,False,repo-search:topic:agent-skills,93,100,100,100,55,True
agents365-ai/365-skills:plugins/video-podcast-maker/skills/video-podcast-maker,video-podcast-maker,Agents365-ai/365-skills,https://github.com/Agents365-ai/365-skills,plugins/video-podcast-maker/skills/video-podcast-maker,"Use when the user gives a topic and wants an automated topic-driven narrated explainer, podcast, or knowledge-summary video (Bilibili / YouTube / Xiaohongshu / Douyin / WeChat Channels), or asks to learn visual design patterns from a reference video/image. Trigger when the user mentions creating a knowledge video, narrated explainer, video podcast, or animated infographic-style video from a topic — even if they don't say ""video podcast"" explicitly. Also trigger when the user wants to regenerate, re-render, rebuild, update, or iterate on a narrated video this skill already produced — e.g. they edited the script/prompt, changed the visuals, or swapped the background music and want the final video remade (reuse the existing videos/{name}/ directory, never start a new project). Do NOT trigger for generic video editing, trimming, format conversion, color grading, or non-narrative video tasks. Produces 4K video via research → script → TTS → Remotion → MP4 + BGM.",,44,11,2026-09-10T05:52:54+00:00,False,repo-search:topic:agent-skills,81,93,66,100,55,True
agents365-ai/365-skills:plugins/videogencn/skills/videogencn,videogencn,Agents365-ai/365-skills,https://github.com/Agents365-ai/365-skills,plugins/videogencn/skills/videogencn,"Use when generating video clips with Chinese video models — text-to-video (文生视频), image-to-video (图生视频), first/last-frame and reference-to-video across 4 platforms: Bailian (Wan/PixVerse/Kling/Vidu/HappyHorse), Jimeng (doubao-seedance), MiniMax (Hailuo), Hunyuan (hy-video)",,44,11,2026-09-10T05:52:54+00:00,False,repo-search:topic:agent-skills,93,100,100,100,55,True
agents365-ai/365-skills:plugins/xfetch/skills/xfetch-skill,xfetch,Agents365-ai/365-skills,https://github.com/Agents365-ai/365-skills,plugins/xfetch/skills/xfetch-skill,"Fetch and export public X (Twitter) data with a self-contained Python CLI built on the twikit library — no developer API keys, just the user's own login cookies. Covers user profiles, a user's tweets/replies/likes, single tweets, threads, search, followers/following, home/bookmark timelines, with JSON/JSONL/CSV/SQLite output and resumable pagination. Use whenever the user wants to scrape, download, collect, archive, monitor, or analyze tweets or X/Twitter accounts, export a timeline or follower list to a file or dataset, pull X data for research, or build a tweet corpus — even if they don't name the tool. Requires the user's own X login cookies (auth_token + ct0, or username/password login).",MIT,44,11,2026-09-10T05:52:54+00:00,False,repo-search:topic:agent-skills,83,70,100,100,55,False
agents365-ai/365-skills:plugins/yt2bb/skills/yt2bb,yt2bb,Agents365-ai/365-skills,https://github.com/Agents365-ai/365-skills,plugins/yt2bb/skills/yt2bb,"Use when the user wants to repurpose a YouTube video for Bilibili, add bilingual (English-Chinese) subtitles to a video, or create hardcoded subtitle versions for Chinese platforms.",MIT,44,11,2026-09-10T05:52:54+00:00,False,repo-search:topic:agent-skills,87,100,80,100,55,True
ahh666/codex-taskboard:skills/manage-taskboard,manage-taskboard,ahh666/codex-taskboard,https://github.com/ahh666/codex-taskboard,skills/manage-taskboard,"Manage Codex Taskboard / e-taskboard work with taskctl. Use for taskboard issue IDs, status sync, comments, or taskctl cloud setup—not for unrelated product docs.",Apache-2.0,0,0,2026-09-10T05:52:58+00:00,False,"repo-search:""agent skills"" in:name,description,readme",89,100,100,100,10,True
aiconduit/ai-conduit-pipeline:.agents/skills/acestep,acestep,aiconduit/ai-conduit-pipeline,https://github.com/aiconduit/ai-conduit-pipeline,.agents/skills/acestep,"AI music generation with ACE-Step 1.5 — background music, vocal tracks, covers, stem extraction for video production. Use when generating music, soundtracks, jingles, or working with audio stems. Triggers include background music, soundtrack, jingle, music generation, stem extraction, cover, style transfer, or musical composition tasks.",AGPL-3.0,0,0,2026-09-12T01:31:13+00:00,False,"repo-search:""agent skills"" in:name,description,readme",100,100,100,100,10,True
aiconduit/ai-conduit-pipeline:.agents/skills/agents,agents,aiconduit/ai-conduit-pipeline,https://github.com/aiconduit/ai-conduit-pipeline,.agents/skills/agents,"Build voice AI agents with ElevenLabs. Use when creating voice assistants, customer service bots, interactive voice characters, or any real-time voice conversation experience.",MIT,0,0,2026-09-12T01:31:13+00:00,False,"repo-search:""agent skills"" in:name,description,readme",100,100,100,100,10,True
aiconduit/ai-conduit-pipeline:.agents/skills/ai-video-gen,ai-video-gen,aiconduit/ai-conduit-pipeline,https://github.com/aiconduit/ai-conduit-pipeline,.agents/skills/ai-video-gen,"Generate AI videos from text prompts using multiple provider gateways. Use when: (1) Generating videos from text descriptions, (2) Creating AI-generated video clips for content production, (3) Image-to-video generation with a reference image, (4) Choosing between video generation providers (VEO, Kling, Sora, Runway, Seedance, MiniMax). Supports two gateways: HeyGen API and fal.ai API.
",AGPL-3.0,0,0,2026-09-12T01:31:13+00:00,False,"repo-search:""agent skills"" in:name,description,readme",100,100,100,100,10,True
